,Id,Predicted
4375,16916_2023-12-12,0.25
4376,16919_2023-02-10,0.51
4377,16925_2023-12-20,0.02
4378,16927_2023-03-07,0.07
4379,16929_2023-11-20,0.2
4380,16930_2023-11-20,0.02
4381,16935_2023-11-02,0.01
4382,16943_2023-02-15,0.09
4383,16948_2023-09-16,0.06
4384,16949_2023-11-28,0.0
4385,16950_2023-11-10,0.25
4386,16951_2023-12-08,0.44
4387,16952_2023-08-02,0.07
4388,16954_2023-12-04,0.08
4389,16960_2023-11-14,0.07
4390,16966_2023-08-03,0.25
4391,16967_2023-12-29,0.03
4392,16970_2023-11-03,0.17
4393,16971_2023-12-08,0.24
4394,16972_2023-12-07,0.0
4395,16973_2023-11-14,0.02
4396,16975_2023-08-11,0.06
4397,16976_2023-02-07,0.02
4398,16977_2023-07-24,0.29
4399,16979_2023-11-08,0.21
4400,16981_2023-12-15,0.04
4401,16989_2023-08-30,0.4
4402,16991_2023-12-22,0.15
4403,16994_2023-11-14,0.01
4404,16996_2023-09-29,0.12
4405,16998_2023-12-08,0.14
4406,17005_2023-09-21,0.12
4407,17008_2023-11-10,0.03
4408,17009_2023-11-08,0.12
4409,17010_2023-11-17,0.83
4410,17011_2023-11-30,0.51
4411,17013_2023-11-20,0.97
4412,17031_2023-11-13,0.14
4413,17032_2023-11-15,0.1
4414,17037_2023-10-18,0.01
4415,17039_2023-11-28,0.03
4416,17045_2023-09-14,0.06
4417,17062_2023-11-22,0.07
4418,17064_2023-11-28,0.16
4419,17066_2023-11-16,0.22
4420,17070_2023-11-22,0.01
4421,17076_2023-08-29,0.31
4422,17077_2023-12-21,0.77
4423,17078_2023-12-04,0.78
4424,17080_2023-02-06,0.03
4425,17084_2023-12-18,0.68
4426,17090_2023-04-09,0.08
4427,17098_2023-11-22,0.06
4428,17102_2023-06-23,0.15
4429,17105_2023-11-05,0.01
4430,17106_2023-12-28,0.41
4431,17119_2023-11-21,0.87
4432,17123_2023-07-21,0.04
4433,17126_2023-11-09,0.74
4434,17127_2023-12-12,0.07
4435,17128_2023-06-06,0.96
4436,17132_2023-07-25,0.13
4437,17133_2023-04-04,0.07
4438,17141_2023-12-15,0.17
4439,17142_2023-11-22,0.28
4440,17147_2023-12-18,0.07
4441,17149_2023-12-11,0.51
4442,17150_2023-12-22,0.18
4443,17154_2023-12-14,0.21
4444,17156_2023-12-01,0.7
4445,17157_2023-11-21,0.58
4446,17161_2023-11-14,0.02
4447,17163_2023-12-21,0.6
4448,17167_2023-11-07,0.01
4449,17170_2023-06-20,0.24
4450,17175_2023-07-07,0.08
4451,17177_2023-01-19,0.6
4452,17179_2023-11-02,0.06
4453,17182_2023-03-15,0.25
4454,17183_2023-04-11,0.05
4455,17187_2023-08-15,0.12
4456,17201_2023-04-27,0.33
4457,17204_2023-10-04,0.9
4458,17207_2023-06-01,0.02
4459,17209_2023-12-13,0.51
4460,17217_2023-10-20,0.04
4461,17222_2023-12-13,0.28
4462,17225_2023-11-30,0.17
4463,17229_2023-09-29,0.96
4464,17232_2023-12-12,0.01
4465,17237_2023-11-19,0.17
4466,17239_2023-06-15,0.16
4467,17241_2023-11-30,0.16
4468,17242_2023-12-22,0.35
4469,17247_2023-07-19,0.03
4470,17254_2023-11-20,0.11
4471,17256_2023-12-16,0.17
4472,17257_2023-12-05,0.24
4473,17264_2023-12-05,0.45
4474,17269_2023-08-03,0.99
4475,17271_2023-12-26,0.58
4476,17274_2023-11-17,0.93
4477,17289_2023-12-07,0.19
4478,17293_2023-10-25,0.72
4479,17297_2023-11-07,0.29
4480,17298_2023-12-28,0.09
4481,17299_2023-11-17,0.68
4482,17300_2023-11-24,0.05
4483,17301_2023-11-14,0.1
4484,17303_2023-09-07,0.14
4485,17311_2023-12-12,0.04
4486,17317_2023-11-22,0.08
4487,17318_2023-12-14,0.53
4488,17329_2023-11-13,0.06
4489,17336_2023-11-16,0.44
4490,17338_2023-02-07,0.07
4491,17343_2023-12-01,0.71
4492,17350_2023-12-20,0.05
4493,17353_2023-12-18,0.08
4494,17356_2023-08-12,0.07
4495,17359_2023-11-28,0.01
4496,17360_2023-11-03,0.01
4497,17361_2023-11-02,0.52
4498,17365_2023-12-07,0.22
4499,17368_2023-12-05,0.02
4500,17371_2023-07-31,0.11
4501,17372_2023-12-05,0.03
4502,17375_2023-05-29,0.23
4503,17376_2023-11-29,0.04
4504,17380_2023-12-07,0.18
4505,17383_2023-08-01,0.4
4506,17384_2023-11-16,0.15
4507,17390_2023-12-02,0.24
4508,17401_2023-07-27,0.16
4509,17403_2023-09-23,0.08
4510,17404_2023-11-02,0.02
4511,17405_2023-05-05,0.27
4512,17406_2023-12-21,0.05
4513,17411_2023-11-20,0.08
4514,17412_2023-11-15,0.64
4515,17417_2023-11-28,0.54
4516,17418_2023-11-30,0.09
4517,17420_2023-12-14,0.03
4518,17422_2023-12-06,0.27
4519,17424_2023-12-15,0.48
4520,17425_2023-05-16,0.46
4521,17426_2023-01-13,0.1
4522,17427_2023-11-17,0.15
4523,17430_2023-11-29,0.25
4524,17431_2023-12-15,0.83
4525,17432_2023-03-17,0.48
4526,17434_2023-11-15,0.02
4527,17439_2023-11-30,0.35
4528,17449_2023-07-01,0.25
4529,17451_2023-12-14,0.71
4530,17467_2023-12-12,0.23
4531,17468_2023-11-17,0.08
4532,17474_2023-11-15,0.36
4533,17476_2023-11-21,0.06
4534,17480_2023-11-21,0.05
4535,17485_2023-11-08,0.05
4536,17488_2023-12-13,0.12
4537,17489_2023-11-22,0.01
4538,17491_2023-11-08,0.8
4539,17492_2023-11-21,0.13
4540,17500_2023-10-09,0.56
4541,17503_2023-12-06,0.04
4542,17507_2023-11-30,0.01
4543,17509_2023-12-12,0.38
4544,17513_2023-08-17,0.07
4545,17524_2023-12-07,0.17
4546,17526_2023-11-08,0.95
4547,17528_2023-12-08,0.07
4548,17529_2023-12-12,0.01
4549,17530_2023-11-20,0.05
4550,17533_2023-12-19,0.14
4551,17534_2023-11-24,0.27
4552,17535_2023-12-12,0.12
4553,17536_2023-10-30,0.71
4554,17538_2023-11-06,0.06
4555,17539_2023-12-18,0.4
4556,17540_2023-12-22,0.28
4557,17549_2023-07-18,0.76
4558,17556_2023-05-15,0.02
4559,17559_2023-02-01,0.98
4560,17561_2023-11-09,0.23
4561,17562_2023-11-09,0.93
4562,17564_2023-02-16,0.14
4563,17565_2023-08-02,0.82
4564,17567_2023-04-24,0.38
4565,17569_2023-10-13,0.77
4566,17581_2023-11-23,0.38
4567,17585_2023-12-06,0.4
4568,17586_2023-12-12,0.22
4569,17588_2023-11-03,0.8
4570,17589_2023-08-16,0.06
4571,17592_2023-12-12,0.25
4572,17594_2023-11-20,0.38
4573,17597_2023-12-13,0.92
4574,17598_2023-04-10,0.91
4575,17603_2023-10-25,0.88
4576,17604_2023-11-09,0.64
4577,17606_2023-11-17,0.07
4578,17610_2023-12-28,0.2
4579,17611_2023-11-22,0.12
4580,17619_2023-11-16,0.28
4581,17620_2023-12-04,0.4
4582,17625_2023-11-20,0.03
4583,17632_2023-11-07,0.02
4584,17635_2023-11-02,0.34
4585,17639_2023-11-02,0.01
4586,17644_2023-11-08,0.27
4587,17645_2023-02-21,0.05
4588,17651_2023-12-01,0.91
4589,17668_2023-06-23,0.95
4590,17684_2023-04-12,0.06
4591,17686_2023-02-02,0.02
4592,17687_2023-12-01,0.04
4593,17690_2023-10-10,0.03
4594,17694_2023-11-27,0.01
4595,17698_2023-10-27,0.31
4596,17704_2023-06-14,0.95
4597,17708_2023-12-19,0.23
4598,17710_2023-09-20,0.06
4599,17716_2023-12-04,0.98
4600,17717_2023-12-19,0.2
4601,17721_2023-11-28,0.89
4602,17722_2023-11-17,0.03
4603,17725_2023-11-30,0.07
4604,17728_2023-11-04,0.11
4605,17731_2023-11-02,0.64
4606,17732_2023-12-20,0.92
4607,17734_2023-11-20,0.96
4608,17739_2023-12-14,0.88
4609,17740_2023-12-06,0.12
4610,17741_2023-01-10,0.07
4611,17746_2023-08-17,0.12
4612,17749_2023-12-22,0.03
4613,17751_2023-08-10,0.27
4614,17752_2023-12-18,0.16
4615,17753_2023-12-20,0.99
4616,17755_2023-12-15,0.93
4617,17757_2023-12-25,0.07
4618,17762_2023-12-11,0.11
4619,17763_2023-11-17,0.13
4620,17765_2023-12-27,0.39
4621,17768_2023-12-11,0.94
4622,17769_2023-12-16,0.07
4623,17771_2023-11-23,0.05
4624,17773_2023-02-06,0.47
4625,17774_2023-12-13,0.21
4626,17775_2023-12-22,0.35
4627,17783_2023-12-15,0.85
4628,17784_2023-11-03,0.02
4629,17785_2023-11-14,0.12
4630,17787_2023-12-07,0.25
4631,17788_2023-12-13,0.0
4632,17790_2023-02-09,0.06
4633,17791_2023-07-08,0.15
4634,17793_2023-10-27,0.09
4635,17798_2023-12-19,0.06
4636,17800_2023-11-27,0.02
4637,17802_2023-11-14,0.07
4638,17813_2023-12-12,0.12
4639,17814_2023-11-17,0.18
4640,17818_2023-12-11,0.02
4641,17827_2023-11-27,0.0
4642,17832_2023-12-19,0.02
4643,17834_2023-12-12,0.09
4644,17836_2023-07-05,0.92
4645,17840_2023-02-03,0.2
4646,17842_2023-02-28,0.83
4647,17843_2023-02-27,0.89
4648,17844_2023-11-14,0.22
4649,17846_2023-12-01,0.12
4650,17847_2023-12-21,0.19
4651,17849_2023-01-31,0.64
4652,17859_2023-12-18,0.75
4653,17862_2023-11-28,0.34
4654,17864_2023-11-16,0.19
4655,17880_2023-11-10,0.9
4656,17881_2023-12-06,0.24
4657,17882_2023-11-15,0.3
4658,17883_2023-09-12,0.32
4659,17886_2023-12-26,0.03
4660,17887_2023-12-11,0.97
4661,17907_2023-11-01,0.56
4662,17910_2023-12-15,0.5
4663,17911_2023-12-28,0.08
4664,17912_2023-04-18,0.18
4665,17916_2023-11-28,0.41
4666,17918_2023-01-28,0.16
4667,17921_2023-12-08,0.92
4668,17934_2023-11-14,0.15
4669,17937_2023-01-18,0.81
4670,17941_2023-11-03,0.85
4671,17946_2023-07-06,0.16
4672,17949_2023-12-25,0.19
4673,17971_2023-11-14,0.07
4674,17981_2023-07-04,0.72
4675,17982_2023-08-10,0.24
4676,17983_2023-12-22,0.96
4677,17990_2023-11-17,0.96
4678,17994_2023-12-13,0.11
4679,18004_2023-11-10,0.88
4680,18006_2023-11-27,0.2
4681,18007_2023-11-13,0.03
4682,18009_2023-12-27,0.03
4683,18012_2023-12-05,0.36
4684,18013_2023-11-03,0.09
4685,18014_2023-12-20,0.22
4686,18023_2023-12-05,0.04
4687,18033_2023-08-21,0.08
4688,18038_2023-02-14,0.12
4689,18043_2023-05-18,0.96
4690,18044_2023-12-11,0.25
4691,18060_2023-12-14,0.96
4692,18061_2023-11-03,0.13
4693,18064_2023-08-08,0.07
4694,18067_2023-12-15,0.1
4695,18073_2023-04-15,0.05
4696,18084_2023-10-28,0.1
4697,18086_2023-02-03,0.22
4698,18088_2023-12-27,0.08
4699,18091_2023-11-21,0.64
4700,18094_2023-11-15,0.04
4701,18095_2023-06-14,0.82
4702,18104_2023-12-06,0.11
4703,18106_2023-12-08,0.54
4704,18109_2023-04-27,0.11
4705,18110_2023-11-16,0.0
4706,18126_2023-01-20,0.87
4707,18138_2023-06-26,0.07
4708,18139_2023-11-09,0.29
4709,18141_2023-11-28,0.07
4710,18143_2023-11-15,0.26
4711,18144_2023-02-01,0.15
4712,18155_2023-11-14,0.04
4713,18157_2023-12-08,0.2
4714,18165_2023-11-20,0.02
4715,18168_2023-12-23,0.07
4716,18179_2023-11-07,0.2
4717,18182_2023-05-03,0.84
4718,18188_2023-03-22,0.07
4719,18189_2023-12-21,0.11
4720,18191_2023-12-08,0.33
4721,18193_2023-11-23,0.16
4722,18195_2023-09-13,0.27
4723,18199_2023-01-27,0.29
4724,18200_2023-12-14,0.25
4725,18204_2023-11-28,0.45
4726,18207_2023-11-15,0.13
4727,18211_2023-12-19,0.01
4728,18217_2023-12-04,0.29
4729,18220_2023-05-22,0.16
4730,18223_2023-12-13,0.04
4731,18226_2023-12-22,0.55
4732,18227_2023-09-06,0.56
4733,18239_2023-11-08,0.21
4734,18250_2023-11-29,0.05
4735,18261_2023-12-22,0.09
4736,18266_2023-12-05,0.19
4737,18272_2023-12-20,0.11
4738,18279_2023-11-28,0.17
4739,18281_2023-11-20,0.25
4740,18283_2023-11-29,0.16
4741,18285_2023-12-06,0.08
4742,18286_2023-07-05,0.04
4743,18291_2023-08-22,0.1
4744,18297_2023-11-08,0.18
4745,18299_2023-11-01,0.0
4746,18300_2023-03-28,0.02
4747,18307_2023-11-23,0.11
4748,18312_2023-09-27,0.04
4749,18317_2023-12-14,0.06
4750,18329_2023-03-14,0.04
4751,18331_2023-09-21,0.01
4752,18332_2023-11-15,0.03
4753,18333_2023-10-20,0.01
4754,18336_2023-11-08,0.85
4755,18338_2023-11-29,0.04
4756,18345_2023-11-23,0.04
4757,18346_2023-12-17,0.06
4758,18348_2023-12-15,0.91
4759,18354_2023-06-28,0.42
4760,18362_2023-07-14,0.07
4761,18366_2023-12-15,0.05
4762,18369_2023-11-09,0.49
4763,18370_2023-12-21,0.64
4764,18371_2023-11-28,0.06
4765,18372_2023-04-24,0.07
4766,18373_2023-09-18,0.13
4767,18375_2023-11-15,0.04
4768,18377_2023-11-21,0.25
4769,18382_2023-11-20,0.06
4770,18384_2023-12-07,0.1
4771,18387_2023-12-16,0.02
4772,18388_2023-12-14,0.0
4773,18394_2023-12-04,0.24
4774,18397_2023-08-18,0.67
4775,18398_2023-12-15,0.75
4776,18402_2023-08-07,0.89
4777,18409_2023-12-13,0.11
4778,18414_2023-01-24,0.66
4779,18418_2023-01-12,0.78
4780,18424_2023-12-11,0.27
4781,18425_2023-12-11,0.06
4782,18442_2023-12-12,0.11
4783,18445_2023-12-05,0.01
4784,18452_2023-06-15,0.25
4785,18453_2023-11-08,0.69
4786,18456_2023-12-27,0.04
4787,18458_2023-11-23,0.12
4788,18460_2023-11-03,0.09
4789,18468_2023-12-07,0.7
4790,18470_2023-11-21,0.34
4791,18475_2023-05-29,0.18
4792,18481_2023-03-09,0.96
4793,18486_2023-09-11,0.2
4794,18497_2023-11-10,0.16
4795,18505_2023-12-27,0.08
4796,18507_2023-11-08,0.01
4797,18510_2023-05-16,0.64
4798,18520_2023-11-25,0.04
4799,18526_2023-11-22,0.56
4800,18529_2023-11-10,0.07
4801,18530_2023-11-19,0.06
4802,18532_2023-11-22,0.06
4803,18533_2023-07-25,0.1
4804,18540_2023-01-19,0.04
4805,18542_2023-11-15,0.16
4806,18543_2023-02-09,0.86
4807,18544_2023-12-20,0.1
4808,18549_2023-12-21,0.02
4809,18551_2023-09-25,0.17
4810,18553_2023-12-13,0.52
4811,18554_2023-12-19,0.04
4812,18557_2023-03-01,0.62
4813,18558_2023-12-12,0.07
4814,18573_2023-12-04,0.27
4815,18574_2023-11-15,0.82
4816,18575_2023-12-20,0.94
4817,18576_2023-08-25,0.17
4818,18578_2023-12-08,0.31
4819,18587_2023-12-14,0.32
4820,18589_2023-11-16,0.86
4821,18594_2023-12-18,0.09
4822,18596_2023-06-06,0.18
4823,18599_2023-11-29,0.02
4824,18602_2023-11-14,0.9
4825,18607_2023-12-07,0.79
4826,18608_2023-11-20,0.97
4827,18611_2023-11-20,0.05
4828,18617_2023-11-20,0.19
4829,18620_2023-12-11,0.6
4830,18621_2023-12-02,0.73
4831,18622_2023-12-06,0.93
4832,18625_2023-11-29,0.07
4833,18630_2023-11-16,0.24
4834,18633_2023-06-15,0.37
4835,18639_2023-08-14,0.03
4836,18640_2023-11-09,0.21
4837,18641_2023-10-18,0.2
4838,18643_2023-11-02,0.41
4839,18650_2023-11-28,0.04
4840,18654_2023-10-18,0.36
4841,18656_2023-12-22,0.06
4842,18657_2023-11-15,0.05
4843,18658_2023-05-25,0.03
4844,18661_2023-11-20,0.36
4845,18666_2023-12-06,0.06
4846,18670_2023-11-08,0.31
4847,18674_2023-12-15,0.98
4848,18676_2023-11-09,0.02
4849,18689_2023-12-27,0.07
4850,18690_2023-11-23,0.17
4851,18693_2023-12-12,0.18
4852,18700_2023-12-20,0.14
4853,18715_2023-12-18,0.71
4854,18717_2023-12-14,0.02
4855,18721_2023-11-14,0.02
4856,18726_2023-11-07,0.57
4857,18733_2023-12-07,0.86
4858,18734_2023-01-12,0.06
4859,18737_2023-12-01,0.79
4860,18739_2023-11-24,0.0
4861,18741_2023-11-16,0.01
4862,18743_2023-02-17,0.1
4863,18744_2023-11-14,0.13
4864,18751_2023-05-31,0.92
4865,18758_2023-03-01,0.16
4866,18762_2023-09-18,0.19
4867,18773_2023-11-06,0.14
4868,18775_2023-11-14,0.34
4869,18781_2023-11-23,0.92
4870,18782_2023-07-28,0.16
4871,18786_2023-12-27,0.64
4872,18802_2023-12-12,0.0
4873,18812_2023-12-12,0.14
4874,18817_2023-11-29,0.82
4875,18821_2023-12-14,0.21
4876,18827_2023-11-16,0.11
4877,18828_2023-12-02,0.2
4878,18831_2023-11-08,0.36
4879,18834_2023-11-21,0.02
4880,18837_2023-06-09,0.8
4881,18846_2023-05-04,0.42
4882,18852_2023-09-21,0.06
4883,18858_2023-04-19,0.11
4884,18860_2023-12-08,0.16
4885,18865_2023-03-15,0.14
4886,18867_2023-12-15,0.51
4887,18871_2023-11-09,0.11
4888,18879_2023-11-03,0.68
4889,18882_2023-11-29,0.1
4890,18884_2023-05-30,0.95
4891,18888_2023-12-07,0.01
4892,18889_2023-08-15,0.18
4893,18893_2023-12-05,0.3
4894,18898_2023-11-02,0.25
4895,18902_2023-11-10,0.2
4896,18908_2023-12-14,0.27
4897,18909_2023-09-05,0.0
4898,18915_2023-12-15,0.73
4899,18916_2023-12-13,0.06
4900,18917_2023-12-20,0.29
4901,18920_2023-02-06,0.48
4902,18924_2023-02-21,0.03
4903,18926_2023-04-18,0.68
4904,18929_2023-04-05,0.09
4905,18930_2023-12-10,0.01
4906,18936_2023-08-24,0.03
4907,18937_2023-11-01,0.04
4908,18940_2023-11-22,0.01
4909,18942_2023-12-17,0.04
4910,18944_2023-01-18,0.82
4911,18946_2023-08-08,0.96
4912,18947_2023-12-26,0.99
4913,18950_2023-06-08,0.08
4914,18969_2023-03-13,0.05
4915,18970_2023-12-01,0.06
4916,18978_2023-02-20,0.99
4917,18985_2023-11-20,0.23
4918,18986_2023-11-02,0.05
4919,18989_2023-11-01,0.05
4920,18995_2023-11-08,0.96
4921,18996_2023-12-22,0.93
4922,18997_2023-12-04,0.95
4923,18998_2023-12-18,0.92
4924,19001_2023-03-20,0.9
4925,19006_2023-04-25,0.61
4926,19010_2023-09-13,0.04
4927,19011_2023-02-06,0.55
4928,19016_2023-11-09,0.33
4929,19018_2023-12-18,0.05
4930,19021_2023-12-22,0.01
4931,19022_2023-10-26,0.05
4932,19023_2023-06-16,0.11
4933,19028_2023-12-10,0.19
4934,19042_2023-10-20,0.45
4935,19043_2023-11-15,0.14
4936,19056_2023-12-21,0.03
4937,19059_2023-10-18,0.07
4938,19061_2023-11-08,0.04
4939,19063_2023-07-09,0.64
4940,19065_2023-11-03,0.07
4941,19066_2023-11-02,0.03
4942,19067_2023-12-18,0.05
4943,19068_2023-11-23,0.03
4944,19073_2023-12-07,0.1
4945,19078_2023-11-02,0.09
4946,19080_2023-07-15,0.84
4947,19082_2023-12-15,0.05
4948,19083_2023-12-12,0.06
4949,19084_2023-10-12,0.33
4950,19092_2023-11-07,0.63
4951,19093_2023-12-18,1.0
4952,19112_2023-11-13,0.88
4953,19119_2023-12-01,0.97
4954,19123_2023-11-03,0.2
4955,19129_2023-08-11,0.94
4956,19133_2023-12-06,0.09
4957,19141_2023-12-07,0.87
4958,19143_2023-02-21,0.6
4959,19147_2023-11-02,0.36
4960,19156_2023-12-13,0.96
4961,19173_2023-12-04,0.95
4962,19178_2023-05-11,0.91
4963,19180_2023-06-29,0.82
4964,19183_2023-11-22,0.14
4965,19184_2023-12-18,0.85
4966,19186_2023-11-17,0.19
4967,19190_2023-05-13,0.36
4968,19194_2023-12-27,0.33
4969,19201_2023-05-04,0.87
4970,19204_2023-11-16,0.79
4971,19205_2023-12-21,0.75
4972,19211_2023-01-30,0.71
4973,19214_2023-09-12,0.49
4974,19216_2023-11-22,0.14
4975,19227_2023-11-07,0.98
4976,19228_2023-12-14,0.9
4977,19229_2023-12-26,0.05
4978,19241_2023-11-17,0.52
4979,19253_2023-11-05,0.07
4980,19257_2023-11-07,0.01
4981,19258_2023-03-20,0.06
4982,19259_2023-05-22,0.06
4983,19263_2023-09-27,0.5
4984,19267_2023-03-16,0.22
4985,19271_2023-11-30,0.64
4986,19273_2023-06-02,0.31
4987,19274_2023-07-14,0.44
4988,19277_2023-11-02,0.38
4989,19282_2023-12-26,0.35
4990,19291_2023-11-29,0.01
4991,19302_2023-11-21,0.14
4992,19305_2023-12-04,0.07
4993,19312_2023-12-19,0.45
4994,19316_2023-11-02,0.12
4995,19320_2023-12-20,0.36
4996,19322_2023-11-13,0.24
4997,19328_2023-12-05,0.07
4998,19329_2023-06-22,0.09
4999,19332_2023-12-13,0.94
5000,19333_2023-12-19,0.03
5001,19339_2023-08-01,0.17
5002,19342_2023-08-01,0.7
5003,19343_2023-03-01,0.16
5004,19353_2023-11-23,0.28
5005,19355_2023-12-26,0.27
5006,19356_2023-12-07,0.93
5007,19358_2023-12-27,0.18
5008,19359_2023-12-08,0.22
5009,19360_2023-12-27,0.11
5010,19363_2023-11-20,0.64
5011,19371_2023-11-09,0.07
5012,19376_2023-12-13,0.04
5013,19377_2023-11-29,0.13
5014,19382_2023-12-08,0.25
5015,19393_2023-02-27,0.19
5016,19394_2023-12-18,0.63
5017,19396_2023-11-16,0.16
5018,19397_2023-11-22,0.09
5019,19400_2023-11-15,0.66
5020,19403_2023-12-14,0.15
5021,19404_2023-12-18,0.08
5022,19407_2023-11-22,0.21
5023,19408_2023-11-24,0.0
5024,19411_2023-06-30,0.29
5025,19417_2023-04-24,0.03
5026,19419_2023-12-05,0.08
5027,19422_2023-12-19,0.06
5028,19423_2023-09-21,0.22
5029,19426_2023-08-30,0.18
5030,19431_2023-11-30,0.29
5031,19432_2023-12-19,0.37
5032,19434_2023-11-03,0.04
5033,19436_2023-10-02,0.04
5034,19439_2023-04-04,0.17
5035,19440_2023-08-04,0.04
5036,19441_2023-11-18,0.04
5037,19444_2023-12-14,0.12
5038,19446_2023-08-04,0.07
5039,19447_2023-09-08,0.09
5040,19449_2023-12-06,0.26
5041,19452_2023-11-09,0.03
5042,19454_2023-11-13,0.01
5043,19455_2023-07-04,0.89
5044,19460_2023-12-26,0.12
5045,19464_2023-12-19,0.03
5046,19466_2023-02-22,0.15
5047,19468_2023-12-14,0.06
5048,19470_2023-07-29,0.08
5049,19474_2023-12-14,0.33
5050,19477_2023-11-08,0.25
5051,19480_2023-11-22,0.5
5052,19483_2023-06-02,0.6
5053,19484_2023-12-25,0.58
5054,19494_2023-05-22,0.06
5055,19497_2023-12-16,0.03
5056,19499_2023-07-20,0.06
5057,19502_2023-11-15,0.37
5058,19504_2023-11-27,0.09
5059,19506_2023-12-05,0.2
5060,19507_2023-02-13,0.07
5061,19510_2023-09-29,0.1
5062,19512_2023-09-06,0.32
5063,19513_2023-11-09,0.21
5064,19518_2023-01-09,0.07
5065,19525_2023-11-22,0.2
5066,19526_2023-11-07,0.1
5067,19539_2023-05-03,0.1
5068,19544_2023-10-12,0.62
5069,19557_2023-08-08,0.02
5070,19559_2023-11-15,0.03
5071,19561_2023-08-02,0.05
5072,19564_2023-12-14,0.01
5073,19569_2023-11-08,0.4
5074,19571_2023-03-01,0.69
5075,19577_2023-07-24,0.33
5076,19579_2023-12-11,0.01
5077,19581_2023-12-19,0.1
5078,19585_2023-12-15,0.75
5079,19592_2023-04-20,0.46
5080,19593_2023-11-21,0.77
5081,19603_2023-11-08,0.12
5082,19605_2023-12-29,0.38
5083,19606_2023-09-14,0.41
5084,19608_2023-11-20,0.04
5085,19617_2023-11-29,0.07
5086,19625_2023-12-20,0.11
5087,19630_2023-12-23,0.02
5088,19631_2023-12-21,0.42
5089,19636_2023-11-16,0.09
5090,19637_2023-12-27,0.05
5091,19639_2023-12-11,0.14
5092,19650_2023-11-09,0.57
5093,19662_2023-12-05,0.56
5094,19663_2023-12-14,0.08
5095,19665_2023-11-02,0.91
5096,19671_2023-12-12,0.44
5097,19673_2023-01-10,0.43
5098,19676_2023-08-16,0.33
5099,19678_2023-12-18,0.11
5100,19679_2023-12-11,0.13
5101,19688_2023-12-18,0.09
5102,19689_2023-12-19,0.41
5103,19690_2023-12-16,0.14
5104,19695_2023-11-03,0.37
5105,19699_2023-12-17,0.05
5106,19701_2023-08-25,0.34
5107,19702_2023-12-19,0.28
5108,19704_2023-12-12,0.08
5109,19705_2023-07-20,0.03
5110,19706_2023-02-13,0.12
5111,19711_2023-12-28,0.01
5112,19716_2023-10-26,0.93
5113,19717_2023-12-07,0.83
5114,19718_2023-12-08,0.93
5115,19719_2023-05-19,0.1
5116,19726_2023-12-19,0.04
5117,19730_2023-08-14,0.03
5118,19736_2023-12-13,0.2
5119,19737_2023-08-02,0.98
5120,19741_2023-12-29,0.29
5121,19745_2023-12-11,0.96
5122,19760_2023-09-20,0.07
5123,19762_2023-01-23,0.91
5124,19764_2023-08-07,0.1
5125,19775_2023-11-23,0.13
5126,19776_2023-02-03,0.83
5127,19782_2023-02-21,0.98
5128,19786_2023-03-16,0.28
5129,19787_2023-11-21,0.17
5130,19794_2023-06-05,0.08
5131,19799_2023-12-15,0.09
5132,19808_2023-09-22,0.11
5133,19809_2023-07-21,0.92
5134,19810_2023-12-22,0.05
5135,19811_2023-11-22,0.04
5136,19817_2023-12-07,0.57
5137,19818_2023-12-07,0.25
5138,19821_2023-11-03,0.92
5139,19823_2023-12-07,0.2
5140,19827_2023-08-08,0.21
5141,19829_2023-03-13,0.04
5142,19830_2023-06-28,0.09
5143,19831_2023-03-30,0.87
5144,19832_2023-12-29,0.02
5145,19836_2023-12-07,0.01
5146,19840_2023-11-02,0.9
5147,19841_2023-11-03,0.04
5148,19844_2023-11-22,0.82
5149,19847_2023-02-07,0.04
5150,19849_2023-12-20,0.83
5151,19854_2023-12-15,0.06
5152,19856_2023-11-29,0.1
5153,19861_2023-11-24,0.03
5154,19862_2023-08-02,0.07
5155,19865_2023-12-11,0.05
5156,19867_2023-11-03,0.18
5157,19869_2023-11-14,0.19
5158,19876_2023-02-16,0.29
5159,19879_2023-11-16,0.2
5160,19882_2023-12-07,0.07
5161,19883_2023-12-22,0.27
5162,19885_2023-08-14,0.64
5163,19894_2023-12-22,0.01
5164,19897_2023-12-21,0.07
5165,19903_2023-05-29,0.65
5166,19906_2023-11-19,0.05
5167,19915_2023-12-24,0.31
5168,19925_2023-12-27,0.97
5169,19928_2023-11-03,0.69
5170,19934_2023-11-28,0.06
5171,19936_2023-12-22,0.08
5172,19938_2023-12-08,0.89
5173,19944_2023-11-17,0.05
5174,19948_2023-05-30,0.45
5175,19949_2023-11-30,0.7
5176,19950_2023-10-31,0.48
5177,19951_2023-11-10,0.05
5178,19952_2023-11-29,0.18
5179,19956_2023-12-05,0.68
5180,19959_2023-11-03,0.45
5181,19960_2023-01-30,0.85
5182,19967_2023-06-16,0.92
5183,19968_2023-11-28,0.26
5184,19970_2023-11-29,0.12
5185,19971_2023-12-22,0.07
5186,19974_2023-12-17,0.2
5187,19976_2023-11-28,0.02
5188,19978_2023-08-29,0.08
5189,19979_2023-10-03,0.21
5190,19983_2023-12-20,0.48
5191,19985_2023-03-15,0.46
5192,19988_2023-11-10,0.46
5193,19989_2023-12-19,0.86
5194,19990_2023-12-30,0.15
5195,19994_2023-09-06,0.12
5196,20002_2023-12-20,0.13
5197,20008_2023-02-07,0.16
